gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group
0,1,1,0,1,2,0,2,2,2,2,0,2,2,0,0,868,5689,0,6
1,0,0,0,1,0,1,0,0,0,2,0,0,0,1,3,792,338,0,0
1,0,1,0,0,1,0,0,2,2,2,0,2,1,1,0,397,4707,0,5
0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,0,13,1978,0,3
0,1,0,0,1,2,1,0,0,0,2,2,2,0,1,2,1271,4752,1,3
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,714,2683,1,1
0,0,1,1,1,2,1,0,2,2,2,2,2,1,1,0,1451,5121,0,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,311,152,1,0
1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,142,354,1,0
1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,835,2645,0,1
1,1,0,0,1,0,1,0,2,2,2,0,2,0,1,1,1189,781,1,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,25,18,1,0
1,0,1,1,1,2,0,0,2,2,2,2,0,0,1,2,763,2358,0,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,8,547,0,0
0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,839,1233,1,0
0,0,1,1,1,0,1,0,2,0,2,2,2,0,1,3,1263,1524,1,0
0,0,1,0,1,0,1,2,0,2,0,2,2,0,0,2,1313,3384,0,1
0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,815,4661,0,3
0,0,0,0,1,0,0,0,0,2,2,0,2,0,0,3,609,1612,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,105,1475,0,1
1,0,1,1,1,0,1,2,0,0,0,0,0,0,0,3,808,2695,0,1
0,0,0,0,1,0,1,2,0,2,2,0,2,1,1,0,1204,4041,0,2
0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,2,446,2836,0,1
0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,2,762,1184,0,0
1,0,0,1,1,0,2,1,1,1,1,1,1,1,0,3,26,1675,0,2
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,10,1519,0,2
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,304,1452,1,0
1,0,1,0,1,0,0,0,0,2,0,0,0,0,1,3,367,2278,1,1
1,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1184,1239,0,0
0,0,1,1,0,1,0,2,2,2,2,0,0,2,0,0,329,4427,0,5
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,16,1210,0,1
1,0,0,0,1,2,0,0,0,0,0,2,2,0,0,3,706,3059,0,1
1,1,0,0,1,2,1,0,2,0,0,0,2,0,0,2,1106,4583,0,3
1,0,0,0,1,0,1,0,2,2,0,2,2,0,1,2,1307,4440,0,2
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,34,1474,0,2
1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,352,1905,0,1
0,0,1,0,1,0,0,2,2,2,2,0,2,2,1,3,793,5272,0,5
0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,3,16,2519,0,4
1,0,1,1,1,0,0,0,2,2,2,2,0,1,1,2,689,4628,0,4
1,0,0,0,1,2,1,0,2,0,0,2,2,1,0,2,1284,4179,0,2
0,0,0,0,1,0,2,1,1,1,1,1,1,2,1,1,46,1462,0,1
1,0,0,1,1,0,1,0,2,0,0,2,2,0,1,2,1205,4025,1,2
0,0,1,0,1,0,2,1,1,1,1,1,1,1,0,3,16,1158,0,1
1,0,1,0,0,1,0,0,0,0,0,2,2,1,1,1,305,4181,0,4
1,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0,929,2961,1,1
0,0,1,0,1,2,2,1,1,1,1,1,1,2,0,3,102,2892,0,4
1,0,1,1,0,1,0,2,0,2,2,2,0,2,0,3,354,4647,0,6
1,0,1,0,1,0,1,2,0,0,0,2,0,0,0,2,976,5076,1,4
0,0,0,0,1,0,2,1,1,1,1,1,1,2,1,3,21,1724,0,2
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,29,265,0,0
0,0,1,0,1,2,0,2,2,2,2,0,2,2,1,3,925,5457,0,5
0,0,1,0,1,0,1,0,0,0,2,2,2,2,1,1,1191,5043,0,3
1,1,1,0,0,1,0,0,0,0,0,2,0,0,1,3,212,477,1,0
0,0,1,0,1,2,0,0,2,2,2,2,2,2,1,1,960,5786,0,5
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,93,58,1,0
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,35,2706,0,4
1,0,1,1,1,0,1,0,2,2,0,2,0,0,1,2,1089,4410,0,2
0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,373,1305,1,0
0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,25,1071,0,1
1,0,1,1,0,1,0,0,0,2,2,2,2,2,0,0,451,4705,0,5
1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,1,133,1337,0,1
1,0,0,0,1,0,2,1,1,1,1,1,1,2,1,0,12,2522,0,4
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,11,207,0,0
0,1,1,0,0,1,0,0,2,2,0,2,2,0,0,1,469,3949,1,3
0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,2,910,1882,0,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,34,318,0,0
0,0,1,1,1,0,0,0,2,0,0,2,2,1,1,0,704,3200,1,1
1,0,1,0,1,2,1,0,2,2,0,2,2,1,1,0,1394,4993,0,3
0,0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,102,3555,0,5
1,0,1,0,1,2,1,0,2,2,0,2,2,0,1,2,1360,5516,1,4
0,0,0,0,1,2,0,0,2,0,2,2,2,2,1,3,891,4908,0,4
1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,463,225,0,0
0,0,1,0,1,2,0,2,2,2,2,2,2,2,0,0,1053,6041,0,6
1,0,0,1,1,0,2,1,1,1,1,1,1,1,1,0,37,2235,0,3
0,0,1,1,1,2,1,2,2,2,2,2,2,2,1,0,1577,6495,0,6
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,29,540,0,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,1,22,467,0,0
1,0,1,0,1,2,0,0,2,2,0,0,2,1,1,1,725,4590,0,4
0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1164,478,1,0
0,0,1,1,1,0,0,2,0,0,2,2,0,1,0,3,643,4935,0,5
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,30,1243,0,1
1,0,1,0,1,0,1,0,2,2,0,0,0,0,1,2,899,4455,0,3
0,0,1,1,0,1,0,2,0,2,0,0,0,1,0,1,197,3086,0,3
1,1,0,0,1,2,1,0,2,0,0,0,0,1,1,0,891,4882,0,4
1,0,1,0,1,2,1,0,2,0,0,0,0,0,1,2,904,4599,0,3
0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,3,385,194,1,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,38,121,0,0
1,0,0,0,1,0,1,0,2,2,0,0,0,1,0,1,891,5589,0,5
0,0,1,1,1,2,2,1,1,1,1,1,1,2,0,3,86,1744,0,2
1,0,1,0,1,2,0,2,0,2,2,0,2,2,0,1,848,5603,0,5
1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,140,498,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,303,548,0,0
1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,141,481,0,0
0,0,0,0,1,2,0,0,0,0,2,2,2,0,1,2,799,1641,1,0
0,0,0,0,1,0,0,2,0,0,0,2,2,0,1,2,752,2346,0,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,44,635,0,0
1,0,1,1,1,0,0,0,0,0,0,2,0,0,1,3,484,1843,0,1
1,0,1,1,1,2,1,0,2,2,0,2,2,1,1,2,1379,5638,0,4
0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1171,2535,1,1
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20,2832,0,5
0,0,0,0,1,0,0,2,2,2,2,2,2,0,0,3,983,2899,0,1
1,0,1,1,1,0,0,2,2,0,0,0,0,1,0,3,431,3666,0,3
1,1,1,0,0,1,0,0,0,2,0,0,0,0,1,2,143,571,0,0
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,23,1500,0,2
0,0,0,0,0,1,0,2,2,2,2,0,0,1,0,1,279,4183,0,5
1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,2,464,2273,0,1
1,0,1,1,1,0,2,1,1,1,1,1,1,2,1,1,26,2868,0,5
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,22,1594,0,2
1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,3,365,2137,0,1
0,0,1,0,1,2,1,2,2,0,0,2,2,1,0,0,1405,5734,1,4
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,31,24,1,0
1,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,38,530,0,0
0,0,0,0,0,1,0,0,2,0,0,0,2,0,1,2,238,1988,0,1
1,0,0,0,1,2,0,2,0,0,0,0,0,0,1,1,448,1739,0,0
0,0,1,1,1,0,1,0,2,2,2,0,0,0,0,2,970,3629,1,1
1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,461,706,1,0
0,0,0,0,1,2,1,0,2,2,2,2,2,2,1,0,1497,6453,0,6
1,1,1,0,1,2,1,0,0,0,0,0,2,0,1,2,1027,2240,1,0
0,0,1,1,1,0,0,0,2,2,0,0,0,0,1,3,469,1705,0,0
1,0,1,0,1,0,2,1,1,1,1,1,1,1,1,3,40,797,0,0
0,1,0,0,1,2,1,2,2,0,0,2,2,0,1,0,1409,4927,1,3
1,0,1,1,1,2,0,2,0,0,2,0,0,1,1,3,581,2618,0,1
0,0,1,1,1,2,1,2,0,2,0,2,2,0,1,1,1364,4730,0,3
1,1,0,0,1,0,1,0,2,2,0,2,2,0,1,2,1314,3474,0,1
0,1,1,1,1,2,1,2,2,0,2,2,2,1,1,1,1479,6262,0,5
1,0,1,1,1,0,0,2,2,2,2,2,2,1,0,0,992,5508,0,5
1,0,0,0,1,0,1,0,2,0,0,2,2,0,1,3,1151,3814,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,80,50,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,725,1457,0,0
1,0,0,0,1,0,1,0,2,0,2,0,0,0,1,2,868,4015,1,2
0,0,1,1,1,0,0,2,2,2,2,2,2,2,1,1,994,5654,0,5
0,0,1,1,1,2,1,0,0,2,0,2,0,0,0,2,1043,4275,1,2
0,0,1,1,1,0,1,0,2,2,2,0,0,0,0,0,1010,5110,0,4
0,0,0,1,1,0,1,0,0,2,2,2,0,0,1,2,1114,2416,0,0
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,729,3691,1,2
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,31,3163,0,6
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,30,2397,0,3
1,0,1,1,1,2,0,2,0,0,0,2,2,1,0,3,802,3554,0,2
1,0,0,0,1,2,2,1,1,1,1,1,1,1,0,1,88,3316,0,5
0,0,0,0,1,2,1,0,0,0,2,2,2,0,1,3,1297,1373,0,0
1,1,1,0,1,2,1,0,2,0,0,2,2,0,1,2,1306,2792,1,1
1,0,0,0,1,2,1,2,0,0,0,0,0,0,1,2,933,409,1,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,679,3824,1,2
0,0,0,0,1,0,1,0,2,2,2,2,2,0,1,2,1376,4706,0,2
0,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,37,1112,0,1
0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,882,1183,1,0
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,29,892,0,1
0,0,1,1,1,2,0,0,2,0,2,2,2,2,1,0,887,5440,0,5
1,0,1,1,1,0,0,2,0,0,2,0,0,1,0,1,499,3108,0,1
1,0,1,0,1,0,0,2,2,2,0,0,0,2,0,2,516,4397,0,4
1,0,1,0,1,0,1,0,2,0,0,2,2,2,1,2,1183,5237,0,4
1,0,1,0,1,2,1,0,2,2,0,2,2,1,0,0,1326,5908,0,5
0,0,1,1,1,0,2,1,1,1,1,1,1,1,1,1,36,3142,0,5
1,0,0,0,1,2,1,0,0,0,0,2,0,0,1,2,992,4563,0,3
1,0,1,0,1,0,0,2,2,0,2,0,2,2,1,1,698,5223,0,5
1,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1196,4619,1,2
1,0,1,1,1,2,1,0,0,0,2,2,2,1,1,2,1299,3611,1,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,46,1070,0,1
0,0,0,1,1,2,1,0,2,0,0,2,0,0,1,0,1062,4711,0,3
0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,3,189,617,0,0
0,0,1,1,1,0,0,2,0,0,2,0,0,0,0,2,461,2946,0,2
0,0,0,0,0,1,0,0,2,0,0,2,2,0,1,1,395,936,0,0
0,0,0,0,1,2,0,0,2,0,0,0,2,0,1,2,607,1318,0,0
0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,3,696,280,1,0
0,0,1,1,1,2,0,2,2,2,2,2,0,2,0,0,903,5704,0,6
0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,362,2811,0,2
0,0,1,0,1,2,0,2,0,2,2,2,2,2,0,1,981,4674,0,3
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,30,416,0,0
1,0,0,0,1,2,1,2,2,2,2,2,2,1,1,1,1573,6458,0,5
0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,31,1762,0,2
0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,706,288,1,0
1,0,0,0,1,2,1,0,2,2,0,2,2,1,1,2,1344,4395,1,2
0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,858,1154,1,0
1,1,1,0,1,2,1,0,2,2,2,2,2,2,1,2,1467,6371,0,5
1,1,0,0,1,2,1,0,0,0,0,2,2,0,0,2,1182,4718,0,3
0,0,1,1,1,0,1,0,2,0,2,0,0,0,1,2,899,976,0,0
0,0,1,1,1,2,0,0,2,0,2,2,2,2,0,2,892,4820,0,4
0,0,1,0,1,2,2,1,1,1,1,1,1,2,0,3,96,1352,0,1
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,27,1658,0,2
0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,2,868,373,1,0
0,0,0,0,0,1,0,2,2,0,0,2,0,0,1,2,301,3787,0,4
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,35,28,0,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,13,7,0,0
0,0,0,0,1,0,1,0,2,2,0,0,0,1,0,2,900,4360,0,3
1,1,1,0,1,2,1,0,2,2,2,2,2,1,1,0,1419,6220,0,5
0,0,1,0,0,1,0,2,2,2,0,2,0,1,0,0,339,2748,0,2
1,0,1,0,1,0,0,2,2,0,2,2,0,1,0,1,730,5117,0,5
1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,136,1016,1,0
0,0,0,0,1,0,0,2,0,0,0,2,2,0,1,2,729,659,1,0
1,1,1,0,1,0,0,2,0,0,0,0,2,0,1,1,525,2478,0,1
0,0,1,0,1,2,2,1,1,1,1,1,1,2,0,3,103,3429,0,5
0,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2,983,2075,1,0
0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,34,1676,0,2
0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,817,353,0,0
1,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,1007,1245,1,0
1,1,0,0,1,0,0,0,2,2,2,2,0,1,1,1,717,4055,1,3
1,0,1,0,1,2,1,0,2,2,0,0,2,1,0,2,1193,5940,0,5
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,719,301,0,0
0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,3,382,2320,0,1
1,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1237,5356,1,4
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,330,165,1,0
1,0,0,1,1,0,2,1,1,1,1,1,1,2,0,0,16,874,0,1
0,0,0,0,1,2,1,0,2,2,0,2,2,0,1,2,1400,5113,1,3
1,0,0,0,1,2,2,1,1,1,1,1,1,0,0,2,92,1181,0,1
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,35,2589,0,4
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,813,1732,0,0
0,0,0,0,1,0,1,0,0,2,2,0,2,0,1,2,1080,2615,1,1
0,0,1,1,1,2,0,2,2,2,2,2,2,2,0,1,1052,5909,0,5
0,1,0,0,1,2,1,0,0,0,0,2,0,0,1,1,957,1485,1,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,281,3788,0,4
1,0,0,0,0,1,0,2,2,2,0,2,2,1,0,1,580,4063,0,3
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,31,1187,0,1
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,789,2157,1,0
0,0,1,0,1,2,1,0,2,2,0,2,2,1,1,2,1306,6295,0,6
0,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2,975,802,0,0
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,47,1505,0,1
0,1,0,0,1,2,1,0,2,2,0,2,2,1,1,2,1392,6341,0,5
0,0,1,0,1,2,1,0,0,2,0,2,2,0,1,2,1270,2552,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,288,132,1,0
0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,3,436,2202,1,1
0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,3,1003,432,1,0
1,0,1,0,1,0,1,0,2,0,0,0,2,0,1,1,995,2462,0,1
0,0,0,0,0,1,0,2,0,0,2,0,2,1,0,0,287,3970,0,4
0,0,1,0,1,2,1,0,2,2,2,0,0,2,0,1,1096,5950,0,5
0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,3,393,973,1,0
0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,2,527,244,1,0
1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,3,427,3165,0,2
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,28,1419,0,1
1,0,0,0,1,0,1,0,0,2,0,2,0,0,1,2,958,2561,1,1
0,1,0,0,1,2,0,0,2,2,2,0,2,0,0,1,799,5325,0,5
0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,2,456,221,1,0
1,0,1,0,0,1,0,0,2,2,2,2,2,2,1,0,501,4514,0,4
0,0,1,0,1,2,1,2,0,2,0,2,2,0,1,2,1352,3891,1,1
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,22,1293,0,1
1,0,1,0,1,0,1,0,0,2,0,2,2,1,1,2,1163,4315,0,2
1,0,0,0,1,2,0,2,2,2,2,2,2,2,1,3,1077,5213,0,4
0,0,0,0,1,2,1,0,2,2,0,0,2,1,1,2,1170,5102,0,3
0,1,0,0,1,2,0,2,0,0,0,0,0,0,1,2,470,1764,0,0
0,0,1,1,0,1,0,2,2,2,0,0,2,0,1,0,350,4052,0,4
0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,14,782,1,0
1,1,0,0,1,2,1,0,2,0,2,2,2,0,1,0,1372,5792,0,4
0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,3,815,704,1,0
0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,3,455,522,1,0
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,27,3050,0,5
0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,17,10,0,0
1,0,1,0,1,2,2,1,1,1,1,1,1,2,0,1,93,3347,0,5
1,0,1,0,1,0,0,2,2,2,2,2,2,2,0,3,983,5851,0,6
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,15,136,0,0
1,1,1,0,1,2,1,0,0,0,0,2,2,0,1,2,1189,488,1,0
0,0,0,0,1,0,0,2,0,2,2,2,2,1,1,0,896,4536,0,3
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,103,3602,0,6
1,0,1,0,1,2,1,0,0,0,0,0,0,0,1,2,816,1468,1,0
0,0,1,1,1,0,1,0,0,2,0,0,0,0,1,2,781,1211,1,0
1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1208,2692,1,1
0,0,1,0,1,2,0,2,0,0,2,0,2,1,1,2,682,4879,0,4
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,42,694,0,0
0,0,1,0,1,0,0,2,0,2,0,0,0,0,1,3,461,4725,0,5
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,726,308,0,0
1,0,1,0,1,0,2,1,1,1,1,1,1,1,0,1,28,2659,0,4
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,9,329,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,3,287,3993,0,4
1,0,1,0,1,2,1,0,0,2,2,2,2,2,1,0,1424,6176,0,5
1,0,0,0,1,2,0,2,2,0,0,0,0,1,0,2,573,3299,0,2
1,0,0,0,1,2,1,2,2,2,0,0,0,0,0,0,1106,5642,0,5
0,0,1,1,1,0,1,2,2,0,0,2,2,1,0,1,1265,5770,0,4
0,0,1,0,1,2,0,2,2,2,2,2,2,2,1,2,1126,6007,0,5
0,0,1,1,1,2,1,2,2,2,0,0,2,1,1,1,1294,5846,0,5
0,0,0,0,1,2,0,0,0,2,2,2,2,2,1,1,868,4568,0,3
1,0,0,0,1,2,1,0,0,0,0,2,0,0,0,0,980,3252,0,1
0,0,0,0,1,0,2,1,1,1,1,1,1,2,1,0,20,2592,0,4
0,0,0,0,1,2,1,0,2,0,0,0,2,0,1,2,1071,1282,1,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,38,414,0,0
0,0,0,1,1,0,0,2,2,0,0,0,0,1,0,1,470,3724,0,2
0,0,1,1,1,2,1,2,0,0,2,0,0,0,1,0,1030,5537,0,5
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,48,1943,0,2
0,1,1,0,1,0,2,1,1,1,1,1,1,2,1,0,30,2859,0,5
0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,390,673,1,0
0,1,1,0,1,2,1,2,2,2,2,2,2,2,1,2,1524,6387,0,5
1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,426,809,1,0
1,1,1,0,1,2,1,0,2,0,0,2,2,0,1,2,1316,5622,1,4
1,0,1,1,1,0,0,2,2,0,2,0,0,2,0,3,532,601,0,0
0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,1,1049,4131,0,2
0,0,0,0,0,1,0,2,0,2,2,0,0,2,0,3,263,3610,0,3
0,0,1,1,1,2,1,0,0,0,0,2,0,1,1,2,955,5691,1,5
1,0,0,1,1,0,0,2,0,0,0,2,2,0,1,3,711,2208,0,1
0,0,1,1,1,0,0,0,2,0,2,0,0,0,0,0,484,1380,0,0
1,0,1,0,1,2,1,2,2,2,0,2,2,0,0,2,1459,5884,0,4
1,0,1,1,1,0,1,0,2,0,2,2,0,2,1,3,1134,6030,0,5
0,0,0,0,1,2,0,2,2,0,0,2,0,0,1,0,704,3532,0,2
0,0,1,0,1,2,1,2,2,2,2,0,0,2,1,0,1226,6233,0,6
0,0,0,0,0,1,0,2,0,2,2,2,2,2,1,0,511,5009,0,5
1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,388,197,1,0
1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1082,2249,1,0
0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,722,3701,0,2
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,710,292,1,0
0,0,1,0,1,2,1,0,0,0,0,2,2,0,1,2,1173,3672,0,1
1,1,1,0,1,2,1,2,0,2,0,2,0,0,1,0,1163,5268,1,4
0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,0,20,2473,0,4
1,0,0,1,1,0,1,2,2,2,0,0,2,1,0,2,1206,5422,0,4
1,0,1,0,1,2,1,0,0,2,0,2,2,0,1,2,1301,3981,1,2
0,0,1,0,1,2,0,2,2,2,2,2,2,2,1,1,1183,6157,0,5
1,0,0,0,1,2,1,2,2,2,0,2,2,1,1,2,1427,6042,0,5
0,0,0,0,1,0,0,2,0,0,2,0,0,1,1,3,450,1833,0,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,739,702,0,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,0,19,1631,0,2
0,0,0,0,1,2,0,0,2,0,0,0,0,1,1,1,484,3965,0,3
1,0,1,0,1,2,1,0,0,0,0,2,2,0,1,2,1181,3406,1,1
1,1,1,0,1,2,1,0,2,2,0,2,2,2,1,0,1357,6381,1,6
0,0,1,1,1,2,0,2,2,2,2,2,2,2,1,1,1103,5931,0,5
0,0,1,1,1,0,0,2,2,2,0,0,0,1,1,3,558,3745,0,2
1,0,0,0,1,0,1,0,0,2,2,2,2,0,1,1,1257,4239,0,2
1,1,1,0,1,0,1,2,2,2,2,2,0,1,1,1,1244,4956,0,3
1,0,1,0,0,1,0,2,0,2,0,0,0,1,0,3,196,2945,0,3
0,0,1,0,1,2,1,0,2,0,2,2,2,1,1,2,1338,5192,0,3
0,0,0,0,1,2,1,2,2,2,0,2,2,1,1,2,1427,5967,0,4
1,0,0,0,1,2,1,0,2,0,0,0,0,1,0,1,927,4484,0,3
1,0,1,1,1,0,0,0,0,0,2,0,2,0,0,1,571,938,1,0
0,0,1,1,1,2,1,0,2,2,0,2,0,1,1,1,1201,5389,0,4
1,1,1,0,1,2,1,0,2,2,0,2,2,1,1,2,1370,6289,0,5
1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,733,5180,0,5
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,304,145,0,0
0,0,1,0,1,2,1,0,0,2,0,2,2,1,1,2,1234,6193,0,5
0,1,1,1,0,1,0,0,2,2,0,0,0,0,1,3,202,2505,0,2
1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1103,458,1,0
0,0,0,0,1,2,0,2,0,2,2,2,2,2,1,3,999,5704,0,5
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19,12,0,0
0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,0,1068,3904,1,2
0,0,1,1,1,2,2,1,1,1,1,1,1,2,1,3,94,2122,0,2
0,0,1,0,1,0,1,0,0,2,2,2,2,0,1,1,1281,5304,0,4
0,0,1,1,1,0,0,2,2,0,0,0,0,0,0,2,472,4435,0,4
1,0,0,0,1,2,1,0,0,0,0,0,2,0,1,3,998,1799,1,0
1,0,0,0,1,2,1,2,0,0,0,2,0,0,1,2,1115,4564,0,3
0,0,1,0,1,0,1,0,2,0,0,0,2,0,1,0,971,4171,0,2
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,323,844,0,0
1,0,1,1,1,2,2,1,1,1,1,1,1,2,1,1,94,3522,0,6
1,1,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1120,1491,1,0
1,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,23,16,0,0
