gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group
1,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,15,9,0
0,1,0,0,1,2,1,2,0,0,0,0,0,0,1,2,904,1151,0
0,0,1,1,1,2,2,1,1,1,1,1,1,2,1,3,76,3146,5
1,1,1,0,1,2,1,0,2,2,0,2,2,1,1,2,1349,5989,5
0,0,0,0,1,2,1,2,2,0,0,0,2,1,0,0,1221,5112,3
0,0,0,1,0,1,0,2,2,2,0,2,2,0,1,3,499,915,0
0,0,1,1,1,2,1,2,2,0,0,2,2,0,1,0,1356,5676,4
0,0,0,0,1,2,1,0,2,0,0,2,0,0,1,2,1094,1642,0
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,27,1290,1
1,0,0,0,1,2,1,0,0,2,0,2,0,0,1,1,1106,3505,1
0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,1,380,3689,3
0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,382,1281,0
0,0,0,0,1,2,1,2,2,2,2,0,2,0,1,0,1337,6068,5
1,0,0,0,1,0,0,2,2,0,0,0,0,1,0,3,480,2388,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,44,635,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,15,1029,1
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,38,31,0
1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,823,1189,0
1,0,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1308,515,0
0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,2,479,3234,2
0,1,1,1,1,2,1,0,0,2,0,2,0,0,1,3,1119,4290,2
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,831,680,0
0,1,0,0,0,1,0,0,2,2,2,2,0,0,1,2,386,4098,4
1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,3,453,542,0
1,0,1,0,1,2,0,2,0,2,2,2,0,1,0,0,850,4984,4
0,0,0,0,1,2,0,2,2,2,0,0,0,0,1,0,637,1749,0
0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,2,1012,3457,1
1,0,0,0,1,0,1,0,2,0,2,0,0,0,1,2,868,4015,2
1,0,1,0,1,2,0,2,2,2,2,0,2,1,1,1,927,5078,4
1,1,1,0,1,2,1,0,1,2,0,2,2,0,1,2,1351,5602,4
1,0,0,0,1,1,1,0,0,0,0,2,2,0,1,2,1191,4438,2
0,0,1,0,1,2,2,1,1,1,1,1,1,2,1,0,85,3422,5
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,167,3142,3
0,0,0,0,1,2,1,1,0,0,1,0,2,1,1,1,1182,5955,5
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,22,15,0
0,0,0,0,1,2,1,0,0,0,2,2,2,0,0,0,1276,3499,1
0,0,1,0,1,0,1,1,1,2,0,2,2,1,1,0,1382,5731,4
1,0,1,1,1,2,1,0,0,2,2,2,2,1,1,2,1328,5007,3
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,27,20,0
0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,390,878,0
1,0,0,0,1,2,2,1,1,1,1,1,1,2,0,3,84,2890,4
1,0,0,0,1,2,0,0,2,0,2,0,0,0,0,3,544,250,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,305,453,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,253,2525,1
0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,454,2039,1
0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,800,868,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,15,9,0
1,1,1,0,1,2,1,0,0,2,0,2,2,0,1,2,1281,5327,3
0,0,0,0,1,0,1,0,0,0,1,2,0,0,1,2,1008,1545,0
1,0,1,1,1,2,1,0,0,2,1,2,2,0,0,2,1348,3752,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,715,297,0
0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,458,222,0
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,766,1640,0
0,0,1,0,1,2,1,0,1,2,0,2,2,0,1,1,1367,4083,2
0,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,31,1320,1
0,0,0,0,1,0,0,0,2,0,2,0,0,1,0,2,467,4021,3
1,1,0,0,1,2,0,0,2,0,2,0,0,2,0,0,534,4211,3
1,0,0,0,1,0,1,0,2,0,0,2,2,0,1,2,1177,4336,2
0,0,0,1,1,0,0,2,0,0,2,0,0,0,1,3,460,688,0
0,0,1,1,1,0,0,2,0,2,2,2,0,1,0,0,708,4368,4
0,1,0,0,1,2,1,0,2,0,0,2,2,0,1,1,1341,5615,4
0,0,1,1,1,0,1,0,1,0,1,0,2,0,0,1,1084,2772,1
0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,0,42,2490,4
0,0,0,0,1,0,0,2,2,2,2,2,2,0,0,3,983,2899,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,719,301,0
1,1,1,0,1,0,0,2,2,0,0,0,0,0,1,0,449,2177,1
0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,532,1664,0
0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,800,344,0
0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1201,5249,4
0,1,0,0,1,2,1,2,0,2,2,2,2,2,0,1,1473,6328,5
0,0,0,0,1,2,1,0,1,0,0,2,2,0,1,2,1252,4689,3
1,0,1,0,1,2,0,0,2,0,2,2,0,1,0,1,729,4305,3
0,0,0,0,1,1,0,2,2,1,1,0,1,0,0,1,893,4526,3
0,0,1,0,1,2,1,0,2,2,2,2,2,0,1,2,1488,6186,5
1,0,1,1,1,0,0,2,0,2,0,2,2,1,1,1,768,5234,5
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,30,2397,3
0,0,1,0,1,0,0,2,0,0,2,0,2,2,0,3,637,1730,0
1,0,0,0,1,0,0,2,0,2,2,2,2,1,0,3,879,5285,5
0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,3,798,343,0
1,0,1,0,1,0,1,0,0,0,0,2,2,0,1,3,1072,3552,1
0,0,0,0,1,0,1,2,2,2,2,0,2,0,1,0,1244,1737,0
0,0,0,0,1,0,1,2,2,2,0,2,0,1,1,1,1200,5219,3
0,1,0,0,1,0,1,0,2,1,0,1,2,0,1,2,1248,4065,2
1,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,798,343,0
1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,766,4797,4
1,0,1,0,1,2,1,2,0,2,2,0,0,2,1,1,1124,5206,4
0,0,0,0,1,2,1,0,0,2,0,0,2,0,0,3,1076,5605,5
1,0,1,0,1,2,1,0,2,2,0,2,0,1,1,2,1180,5061,3
1,0,1,0,1,2,1,2,2,2,1,2,0,0,1,2,1419,5936,4
1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,827,942,0
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,822,992,0
0,0,0,0,1,2,0,0,2,0,2,2,2,2,1,3,891,4908,4
0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,3,141,2115,2
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,11,5,0
0,0,1,0,1,2,1,1,0,0,1,0,2,1,1,0,1170,5996,5
0,0,0,0,1,0,1,2,0,2,2,2,0,1,1,2,1198,4736,3
0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,2,401,1823,1
0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1,479,3904,3
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,1,29,1059,1
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,811,1756,0
0,1,1,0,1,2,1,0,0,0,0,0,0,0,1,2,836,4272,3
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,38,1017,1
0,1,0,0,1,2,1,0,2,0,0,0,2,0,1,2,1086,3836,2
0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,806,1241,0
1,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,27,3010,5
0,0,1,1,1,2,1,0,0,0,0,2,2,0,1,2,1192,4533,3
1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1196,489,0
0,0,1,0,1,2,2,1,1,1,1,1,1,2,1,1,75,3497,6
1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,3,460,2841,1
0,0,0,0,1,2,2,1,1,1,1,1,1,2,1,3,114,3484,5
0,1,1,0,1,0,1,2,2,0,0,2,2,1,0,3,1262,4826,3
1,0,1,0,1,0,0,0,0,0,0,2,0,1,1,3,485,3980,3
1,1,1,0,1,0,1,2,0,2,0,0,2,1,0,0,1094,4158,2
1,0,1,0,1,0,0,2,2,2,2,0,0,2,0,3,640,4387,3
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,16,2263,3
0,0,0,0,1,0,1,1,0,1,2,0,2,0,1,0,1169,1333,0
0,1,1,0,1,2,1,2,2,0,0,0,2,1,1,1,1217,6060,5
0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,394,1141,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,17,474,0
0,0,0,0,1,2,2,1,1,1,1,1,1,0,1,1,100,1375,1
0,0,0,0,1,0,1,0,2,0,0,0,1,0,1,2,949,3588,1
1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,791,337,0
0,0,1,1,1,2,1,2,2,0,0,2,2,0,1,1,1379,5400,4
0,0,0,0,1,0,1,0,1,0,0,2,2,0,0,0,1198,5104,3
1,0,1,1,1,2,0,0,0,2,0,2,2,0,1,2,797,4358,3
1,0,1,1,1,2,2,1,1,1,1,1,1,1,1,3,81,3126,4
1,0,1,0,1,0,1,0,2,0,0,0,2,0,1,1,995,2462,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,293,136,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,707,289,0
0,0,0,0,1,2,0,2,2,0,2,0,2,2,0,3,787,4634,3
1,0,0,0,1,2,1,1,0,0,1,2,2,2,1,1,1348,6289,5
0,0,1,0,0,1,0,0,2,2,2,2,2,2,0,1,558,4689,5
0,0,1,1,1,2,0,2,0,0,2,0,0,2,0,0,542,4520,4
1,0,1,0,1,0,1,0,0,1,0,2,2,0,1,2,1196,4388,2
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,895,993,0
0,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2,999,3916,2
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,36,364,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,33,26,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,304,3820,3
1,0,0,0,1,0,1,0,2,2,0,2,0,0,0,2,1088,3943,2
0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,2,877,988,0
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,800,2682,1
1,0,1,0,1,2,1,0,0,2,0,2,2,0,1,1,1261,5781,4
1,0,0,0,1,0,0,2,0,2,0,2,2,0,1,2,825,4519,3
0,0,0,0,1,0,1,0,1,0,1,2,2,0,1,2,1234,1165,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,360,2773,2
0,0,0,0,1,2,1,0,0,0,0,0,2,0,0,2,1024,439,0
1,0,1,1,1,2,1,2,2,2,2,2,2,2,0,0,1536,6494,6
1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,795,906,0
1,0,1,1,1,0,1,0,0,0,0,2,2,1,1,2,1100,3827,2
0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,2,872,3997,2
0,0,1,1,1,2,1,0,0,0,2,0,2,1,1,0,1079,3405,1
0,0,0,0,1,2,1,2,0,0,1,2,0,0,0,1,1223,2800,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,716,298,0
0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,2,478,2077,1
1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,1,865,2521,1
0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,799,3786,2
0,0,1,0,1,2,1,0,1,0,1,2,0,0,1,1,1168,4237,2
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,25,239,0
1,1,0,0,1,0,1,0,2,2,2,0,0,0,1,3,970,2512,1
1,1,0,0,1,1,1,0,1,0,0,0,2,0,1,2,1085,1586,0
1,0,1,1,1,0,2,1,1,1,1,1,1,0,1,1,18,1923,2
1,0,0,1,1,0,1,2,2,0,2,2,2,1,1,2,1391,5762,4
0,1,0,0,1,1,1,0,0,1,2,2,2,0,1,1,1425,5170,3
0,0,1,1,1,2,0,2,2,2,2,2,2,2,0,0,1090,5973,5
0,0,0,0,1,2,1,0,0,1,0,0,1,0,0,2,1052,3473,1
1,1,1,0,1,0,1,2,2,0,0,0,2,0,1,2,1092,3732,1
0,0,0,0,1,0,0,2,1,0,2,0,0,0,0,2,505,1107,0
0,1,0,0,1,2,1,0,0,2,0,2,2,0,0,2,1306,2107,0
0,1,1,0,1,2,1,2,0,2,2,2,2,1,1,3,1459,5303,3
1,0,0,1,1,0,1,0,2,0,0,2,2,0,1,2,1181,4640,3
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,30,416,0
1,0,0,0,0,1,0,2,0,2,2,2,2,2,1,0,557,4287,3
1,0,0,0,1,2,1,0,2,0,2,2,2,1,1,0,1407,5472,4
0,0,0,0,1,2,0,2,0,0,2,0,2,2,0,3,777,4551,3
1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,288,471,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,768,326,0
0,0,1,0,1,2,1,0,0,0,2,2,0,0,1,2,1069,3309,1
1,0,0,0,1,2,1,0,0,0,0,0,1,0,1,1,955,3893,2
0,0,0,0,1,1,1,0,1,0,1,2,0,0,1,1,1145,4229,2
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,92,3455,6
1,1,1,0,1,2,0,0,2,2,0,2,0,1,1,1,736,4975,4
1,0,1,1,0,1,0,2,2,2,2,2,2,2,1,1,623,5246,6
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,714,942,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,744,321,0
0,0,1,1,1,2,0,2,2,2,2,2,2,2,0,0,1123,5819,5
1,0,1,0,1,2,1,0,2,2,0,2,2,0,1,2,1367,4081,2
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,25,18,0
1,0,0,0,1,0,2,1,1,1,1,1,1,2,1,3,44,1603,2
0,0,1,0,1,0,1,0,0,1,0,2,0,0,1,2,1021,1770,0
0,0,1,1,1,0,2,1,1,1,1,1,1,1,1,3,29,830,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,0,23,747,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,705,910,0
1,0,0,1,1,0,0,2,2,0,0,0,0,1,0,3,482,3289,2
1,0,1,1,1,2,0,0,0,2,2,2,2,2,1,0,919,5389,5
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,873,374,0
0,0,0,0,1,2,1,0,0,2,0,2,2,0,1,1,1251,4338,2
0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1167,2580,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,97,804,0
1,0,0,0,0,1,0,1,0,0,1,2,0,0,0,1,323,1847,1
0,1,0,1,1,2,1,0,0,0,2,2,2,0,1,2,1305,4333,2
0,1,1,0,1,2,1,0,2,0,0,0,0,0,1,1,912,1851,0
0,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2,975,802,0
0,0,0,0,1,2,1,0,0,0,1,2,2,0,1,2,1264,2559,0
0,0,0,0,1,2,1,0,0,2,2,0,0,0,1,2,951,1425,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,319,158,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,285,129,0
1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,819,2688,1
0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,802,1672,0
1,0,1,0,1,0,1,0,1,0,0,2,2,0,1,1,1170,5648,4
0,0,1,1,1,2,0,0,0,2,0,2,2,2,1,0,841,5591,6
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,292,2084,1
0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,2,1106,1511,0
0,1,0,0,1,2,1,0,0,2,1,2,2,1,1,1,1383,6009,5
0,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,114,920,0
1,0,0,0,1,2,1,0,0,0,0,2,0,0,1,2,1001,2066,0
0,0,1,0,1,2,1,0,0,0,0,1,2,0,1,1,1145,4310,2
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,307,148,0
1,1,0,0,1,2,1,0,0,0,0,2,0,0,1,2,991,4713,3
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,35,1079,1
0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,1,1092,3164,1
0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,899,1839,0
1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,3,390,199,0
0,0,0,0,1,2,0,0,2,2,2,2,2,2,0,0,984,5477,5
0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,3,16,2519,4
0,1,0,0,1,2,1,2,2,2,2,0,2,2,1,0,1420,6395,6
0,0,0,1,1,2,1,2,0,0,0,0,0,0,0,1,910,808,0
1,0,1,1,1,2,0,0,2,0,0,0,0,0,0,2,443,4078,3
0,0,0,0,1,2,0,2,2,2,2,2,0,2,1,1,896,5320,5
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,891,387,0
0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1,913,1518,0
1,0,0,0,1,2,1,0,0,0,2,2,2,0,1,2,1286,5012,3
1,0,0,0,1,0,0,0,2,0,2,0,2,1,1,3,635,4056,3
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,197,513,0
0,1,1,1,1,0,1,0,2,2,0,0,2,0,1,0,1061,3802,1
1,0,1,0,1,2,1,0,2,2,2,0,2,0,1,2,1269,4972,3
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,705,287,0
0,0,1,0,1,2,1,0,2,0,2,2,2,1,1,2,1338,5192,3
1,1,1,0,1,0,0,0,2,0,0,0,0,0,1,0,384,3240,2
1,0,0,0,1,0,1,0,2,0,1,2,2,0,0,2,1294,5099,3
1,1,1,0,0,1,0,0,0,2,0,0,0,1,1,1,141,3803,5
0,0,1,1,1,2,1,0,2,2,2,0,0,0,0,1,1064,4285,2
0,0,1,0,1,0,2,1,1,1,1,1,1,1,0,3,36,1364,1
1,0,1,1,1,0,1,2,0,2,2,2,2,2,1,1,1372,6356,6
1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,381,1785,1
1,0,1,0,1,2,0,2,2,2,2,0,2,2,0,1,907,5710,5
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,103,2968,4
1,1,0,0,1,2,1,0,2,2,2,2,2,1,0,0,1475,6315,5
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,805,1706,0
1,0,1,0,1,2,1,2,2,0,0,0,2,0,1,1,1175,5358,4
1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,711,3177,1
1,0,0,0,1,2,1,0,2,0,2,2,2,0,0,2,1382,6107,5
1,0,1,0,1,2,1,0,2,2,0,2,2,1,1,0,1394,4993,3
0,0,1,0,1,0,2,1,1,1,1,1,1,1,1,0,26,2004,3
0,0,0,0,1,1,1,0,2,0,0,2,2,1,1,0,1313,5551,4
0,1,1,1,1,2,1,0,2,2,0,2,2,1,1,2,1372,6172,5
0,0,1,0,0,1,0,2,2,2,0,0,2,1,0,2,377,4300,5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,726,2329,1
1,0,0,0,1,2,1,2,2,0,0,2,0,0,1,1,1138,3957,2
1,0,0,0,1,0,0,2,2,0,0,0,0,0,1,3,435,536,0
0,1,1,0,1,0,1,2,2,2,2,2,2,2,1,0,1462,6431,5
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,296,138,0
1,0,1,1,1,0,0,2,0,0,0,0,0,0,1,3,351,175,0
1,0,1,0,1,2,0,0,0,0,0,0,1,1,0,1,1000,5444,4
1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,297,1866,1
1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,898,765,0
0,0,1,0,1,2,1,0,0,0,0,1,2,0,1,2,1222,4480,2
0,0,0,0,1,2,1,0,0,1,0,1,2,0,1,2,1233,3556,1
1,0,0,0,1,2,1,1,1,0,2,2,2,0,1,1,1422,4586,2
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,387,685,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,9,376,0
1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,2,931,781,0
1,0,1,1,1,0,1,0,2,0,0,0,0,0,1,2,816,3631,2
1,0,1,1,1,0,0,2,2,0,2,0,0,2,0,3,532,601,0
0,1,0,0,0,1,0,2,0,2,2,0,0,2,0,3,238,1960,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,719,2031,0
1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,2,796,1144,0
1,0,1,0,1,2,1,0,0,0,0,2,2,0,1,1,1168,4269,2
0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,21,2106,3
1,0,0,0,1,2,1,0,2,1,0,0,0,0,1,2,1000,1428,0
0,0,0,0,1,0,1,0,2,1,0,2,0,0,0,2,1082,3929,2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,690,570,0
0,0,1,0,1,2,1,2,0,1,2,0,1,0,1,1,1268,4752,2
1,0,0,0,0,1,0,2,0,0,2,2,0,2,0,2,283,4417,5
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,464,3810,3
0,1,0,0,1,0,1,0,2,0,0,2,2,1,0,1,1192,5107,3
1,0,0,0,1,2,2,1,1,1,1,1,1,2,0,0,114,2439,2
0,0,0,0,1,2,1,0,0,1,0,2,2,0,1,2,1290,2667,0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,867,3137,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,318,157,0
0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,2,893,2368,1
0,0,1,1,0,1,0,2,0,2,0,0,2,2,1,1,284,4321,5
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,790,2145,0
0,0,0,0,1,2,1,0,1,0,0,2,2,0,1,1,1273,4329,2
1,1,0,0,1,2,2,1,1,1,1,1,1,1,1,0,90,2224,2
0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,30,1392,1
1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,869,978,0
1,0,1,1,1,0,0,0,0,2,0,0,0,0,1,2,397,1412,0
1,0,0,0,1,1,1,0,0,1,0,2,0,0,1,2,1070,444,0
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,23,1791,2
0,0,1,1,1,2,1,0,2,2,0,2,0,0,1,3,1168,1633,0
0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,798,343,0
1,0,1,0,1,1,1,0,2,2,2,2,2,1,1,1,1475,6337,5
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,18,931,1
0,1,0,0,1,2,1,0,0,1,2,2,2,0,1,1,1348,4279,2
1,0,0,0,1,2,0,2,0,0,2,0,0,0,0,0,527,2749,1
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,22,15,0
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,301,1721,1
1,0,1,0,1,2,1,0,0,0,2,2,2,1,0,2,1268,5430,4
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,23,16,0
1,0,0,1,1,2,2,1,1,1,1,1,1,0,1,2,88,1205,1
1,0,0,0,1,0,0,2,0,0,2,0,0,0,1,3,473,1052,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,707,289,0
1,0,0,0,1,1,1,0,0,0,0,2,2,0,1,2,1165,1867,0
1,0,1,0,0,1,0,0,2,0,0,2,2,0,1,2,347,847,0
0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,917,402,0
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,87,3493,6
0,0,1,0,1,0,1,2,2,2,0,2,0,1,1,2,1157,5203,4
0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,834,4479,3
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,33,584,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,35,104,0
0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,24,3024,5
1,0,0,0,1,2,1,0,2,2,0,2,2,1,1,2,1337,5340,3
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,507,2416,1
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,28,238,0
0,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,882,380,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,299,1082,0
0,0,1,1,1,2,0,2,0,2,0,2,0,2,1,0,742,5414,6
0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,1053,2179,0
1,0,0,0,1,0,1,0,2,0,0,2,0,0,1,2,991,1650,0
0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,1025,2567,1
0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,1,32,25,0
0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,372,2541,1
1,0,1,1,1,2,0,2,0,2,0,2,0,2,0,1,693,5314,5
0,0,0,0,1,2,0,2,2,2,2,0,2,1,0,1,896,5281,4
0,0,0,0,0,1,0,2,2,0,2,0,0,1,0,0,260,3415,3
1,1,1,0,1,2,2,1,1,1,1,1,1,1,0,1,86,2725,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,311,152,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,42,35,0
0,0,1,1,1,2,0,0,2,0,2,2,2,0,0,1,908,2678,1
0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,698,3241,1
0,1,0,0,1,0,1,0,2,0,0,2,2,0,1,2,1187,2649,0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,6,724,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,156,2208,2
1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,1,46,2578,4
0,0,0,0,1,1,1,0,2,2,0,0,2,0,1,1,1189,3275,1
0,0,0,0,0,1,0,0,2,2,2,2,2,1,0,2,555,2045,1
0,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,39,1372,1
1,0,1,1,1,0,0,0,0,2,2,2,2,1,1,3,784,3989,2
1,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1261,4575,2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,284,128,0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,24,17,0
0,1,1,0,1,0,1,0,2,0,2,2,2,1,1,1,1264,4932,3
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,881,3978,2
